DEBUG 2018-06-09 00:31:44,734 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
INFO  2018-06-09 00:31:59,853 [11   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/blockUI/jquery.blockUI.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\blockUI\jquery.blockUI.js'
INFO  2018-06-09 00:31:59,857 [24   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/jquery-validation/dist/jquery.validate.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\jquery-validation\dist\jquery.validate.js'
INFO  2018-06-09 00:31:59,893 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 153.7269ms 200 application/javascript
INFO  2018-06-09 00:31:59,909 [22   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/jquery/dist/jquery.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\jquery\dist\jquery.js'
INFO  2018-06-09 00:31:59,944 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/bootstrap/dist/js/bootstrap.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\bootstrap\dist\js\bootstrap.js'
INFO  2018-06-09 00:31:59,947 [23   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/json2/json2.js'. Physical path: 'B:\GitHub\PSIM\StudBaza\Web\src\WebFrontend.Web\wwwroot\lib\json2\json2.js'
INFO  2018-06-09 00:31:59,964 [18   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 382.0433ms 200 application/javascript
INFO  2018-06-09 00:31:59,974 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 342.4477ms 200 application/javascript
INFO  2018-06-09 00:32:00,006 [21   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 229.9613ms 200 application/javascript
INFO  2018-06-09 00:32:00,041 [24   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 398.524ms 200 application/javascript
